Rain SprinklerOn Humidity Temperature WetGround
0 0 76.65 7.68 0
0 0 86.62 7.36 0
0 1 29.72 17.78 0
0 1 84.81 33.38 1
0 1 58.5 11.53 1
0 1 56.05 12.7 1
0 0 53.91 8.03 0
0 1 60.74 23.17 1
0 1 95.6 25.4 1
0 0 63.86 24.29 0
1 0 96.25 30.83 1
0 0 34.42 19.59 0
1 0 77.93 9.03 1
1 0 84.98 13.68 1
0 0 74.33 24.87 0
0 1 68.55 23.39 1
1 0 65.19 20.93 1
0 0 88.87 25.49 0
0 1 85.73 24.12 1
0 0 29.78 31.44 0
0 1 87.89 22.58 1
1 0 53.13 28.36 1
0 1 40.3 12.46 0
0 0 89.58 25.35 0
0 0 54.56 32.07 0
0 0 84.67 16.57 0
0 1 41.07 28.37 0
0 1 20.31 26.74 0
1 0 59.64 6.79 1
0 1 28.02 22.45 0
1 0 80.35 8.91 1
0 1 42.09 34.02 0
0 1 55.49 29.34 1
0 0 26.96 8.29 0
0 0 42.93 8.65 0
0 1 82.52 22.83 1
0 1 32.13 15.35 0
1 1 71.77 6.05 1
1 1 93.39 21.25 1
0 0 74.39 16.64 0
0 1 84.88 8.03 1
0 0 28.72 29.06 0
0 1 40.06 32.45 0
0 0 91.56 27.7 0
0 0 77.21 29.67 0
1 0 71.16 11.49 1
1 0 73.1 12.91 1
0 0 53.14 11.26 0
0 1 23.56 27.95 0
0 1 82.76 33.44 1
1 0 74.3 26.51 1
0 1 57.82 31.44 1
0 1 91.98 24.16 1
1 0 46.89 16.63 1
0 0 43.55 17.77 0
0 1 89.82 7.26 1
0 1 83.76 5.94 1
0 0 61.2 25.86 0
0 1 30.46 18.15 0
0 0 37.21 21.57 0
0 0 72.5 21.73 0
0 0 50.8 13.32 0
1 0 86.92 19.28 1
0 1 96.0 19.12 1
0 1 84.45 16.65 1
0 0 50.2 29.62 0
1 0 83.09 18.53 1
1 1 48.12 23.11 1
0 1 33.37 31.87 0
0 1 22.67 30.99 0
1 1 50.86 31.71 1
0 0 92.28 13.1 0
0 1 39.12 6.05 0
1 0 36.52 12.83 1
0 0 97.59 13.36 0
1 0 22.0 32.28 1
1 0 82.86 24.48 1
0 1 45.71 7.45 0
1 1 23.0 9.06 1
1 0 93.42 9.67 1
0 0 31.17 23.91 0
0 0 64.14 27.06 0
0 0 41.92 30.79 0
0 1 25.22 33.22 0
1 1 23.99 11.05 1
0 1 29.24 14.29 0
0 1 25.71 12.21 0
0 1 80.84 15.76 1
1 0 58.85 32.44 1
0 0 47.43 22.25 0
0 0 53.47 27.15 0
0 0 94.32 19.7 0
0 1 92.86 5.87 1
0 0 77.25 6.93 0
0 0 90.77 21.14 0
0 0 45.57 26.56 0
0 1 50.49 11.46 1
1 0 69.1 26.66 1
0 1 69.89 29.32 1
0 1 58.54 17.36 1
0 0 52.05 27.39 0
0 0 98.89 17.12 0
0 1 85.69 25.35 1
0 0 54.8 27.92 0
0 1 78.18 34.76 1
0 0 41.56 15.36 0
0 0 28.01 17.33 0
1 1 48.19 9.97 1
0 1 52.24 11.12 1
0 1 21.32 25.8 0
0 1 85.18 32.51 1
0 1 48.74 16.84 0
0 1 66.43 10.4 1
0 1 25.92 13.55 0
0 0 34.0 18.65 0
0 0 91.18 13.72 0
0 1 68.7 12.01 1
1 0 96.02 27.08 1
0 0 99.9 5.24 0
0 0 49.75 21.18 0
1 0 43.9 28.81 1
0 0 88.67 12.99 0
0 0 99.89 23.1 0
0 1 70.37 25.07 1
0 0 83.61 24.65 0
0 0 82.54 18.38 0
1 0 48.43 15.4 1
0 0 65.94 30.08 0
0 0 86.64 27.75 0
1 1 75.05 14.64 1
1 0 21.69 8.09 1
0 1 46.94 7.15 0
0 0 31.56 7.83 0
0 0 38.64 22.49 0
0 0 92.44 6.55 0
0 0 22.95 15.11 0
0 1 37.58 27.6 0
1 1 44.77 13.83 1
0 1 69.35 27.9 1
0 0 62.73 27.36 0
0 0 37.46 12.37 0
0 0 33.14 26.86 0
0 1 38.94 27.43 0
0 0 60.2 16.92 0
1 1 41.69 11.31 1
0 0 95.81 20.64 0
0 0 57.11 32.64 0
0 0 24.7 24.19 0
0 0 78.34 10.19 0
0 1 46.31 25.48 0
1 0 72.28 17.82 1
1 1 42.37 22.75 1
0 0 65.66 27.02 0
0 1 81.77 20.45 1
1 0 94.24 29.42 1
0 1 40.89 26.66 0
0 1 46.79 23.45 0
0 1 57.14 9.52 1
1 0 94.17 30.08 1
0 1 92.11 33.08 1
1 0 27.19 9.11 1
1 0 30.55 19.65 1
0 0 59.64 12.77 0
1 0 28.53 27.64 1
1 1 47.65 26.65 1
0 0 31.87 9.23 0
0 0 70.88 31.31 0
0 1 95.96 10.43 1
0 0 99.74 28.92 0
0 1 50.02 18.71 1
0 0 67.92 14.85 0
0 0 88.5 9.75 0
1 0 29.4 10.03 1
0 1 75.17 24.86 1
0 1 52.71 21.51 1
0 1 36.49 8.66 0
0 0 52.22 8.38 0
0 0 26.08 7.17 0
0 0 75.63 27.31 0
0 0 40.22 26.36 0
1 0 44.91 6.75 1
1 1 29.69 21.81 1
0 0 89.17 7.54 0
1 0 59.48 32.11 1
1 1 65.77 32.21 1
0 1 65.55 25.95 1
1 0 52.84 32.79 1
1 0 35.4 29.34 1
0 0 79.61 29.86 0
0 0 30.16 22.09 0
0 1 28.31 14.18 0
0 0 76.81 11.53 0
1 1 36.71 14.82 1
0 1 44.54 23.85 0
1 1 58.02 10.18 1
1 0 55.95 12.76 1
0 0 76.69 19.04 0
0 1 69.87 11.99 1
0 0 71.55 22.66 0
0 0 77.12 32.7 0
0 0 43.41 27.44 0
0 0 45.79 24.99 0
0 1 55.04 22.48 1
1 0 44.6 19.64 1
0 0 98.8 10.6 0
0 0 85.12 31.84 0
0 0 33.17 12.46 0
1 1 20.45 7.74 1
0 1 23.42 27.5 0
0 0 39.53 10.27 0
1 0 29.14 16.16 1
0 0 62.67 5.85 0
0 1 88.64 9.11 1
0 0 78.94 10.2 0
1 1 37.25 6.63 1
0 0 51.94 24.7 0
0 1 60.63 30.11 1
0 0 84.82 16.2 0
1 1 87.13 31.24 1
0 0 92.78 11.4 0
0 1 60.74 14.76 1
1 0 75.54 9.52 1
0 0 28.94 23.62 0
1 1 65.22 17.6 1
1 0 39.9 23.4 1
1 1 54.54 27.85 1
0 1 70.72 21.37 1
0 0 40.56 23.83 0
1 0 24.17 33.06 1
1 0 20.82 13.97 1
0 0 21.77 15.77 0
1 0 20.67 26.53 1
0 1 28.83 23.34 0
0 0 39.16 10.36 0
0 0 37.7 16.28 0
1 0 98.94 19.04 1
0 0 44.48 17.58 0
0 0 30.19 10.35 0
1 1 63.65 32.73 1
0 1 88.64 27.87 1
0 0 74.24 19.44 0
0 1 43.69 25.4 0
0 0 64.93 31.92 0
0 1 77.19 9.09 1
1 1 78.25 12.51 1
0 1 73.32 21.28 1
1 0 89.66 28.97 1
0 0 89.61 6.09 0
0 0 66.31 34.52 0
0 1 54.39 18.65 1
0 0 71.33 15.78 0
0 1 85.46 13.78 1
0 0 20.45 10.23 0
0 1 99.36 28.75 1
0 0 34.63 33.66 0
0 0 57.62 17.41 0
0 0 89.76 33.57 0
1 0 38.0 29.71 1
0 0 58.14 19.43 0
0 1 30.61 25.22 0
1 0 51.61 18.05 1
1 0 34.17 21.76 1
0 1 49.09 6.74 0
0 0 49.88 25.89 0
0 1 99.45 6.58 1
0 1 99.59 29.51 1
1 0 29.18 29.75 1
1 0 78.08 12.11 1
0 0 24.14 14.71 0
1 1 22.42 19.44 1
0 0 28.43 22.9 0
0 1 97.24 13.62 1
1 1 95.27 22.77 1
0 0 35.51 13.93 0
1 1 32.93 6.66 1
1 1 39.24 5.08 1
0 0 61.24 8.03 0
0 1 65.58 28.77 1
0 1 37.73 33.84 0
0 0 80.53 17.81 0
0 0 44.76 20.38 0
0 0 93.77 9.41 0
1 0 72.54 21.53 1
0 1 54.91 9.34 1
0 0 83.19 23.34 0
0 1 85.43 33.0 1
1 0 43.24 10.87 1
0 0 47.18 27.94 0
0 1 94.88 5.71 1
1 1 33.18 16.26 1
0 0 23.37 8.32 0
0 0 56.32 15.57 0
1 0 84.1 10.21 1
0 0 81.73 16.2 0
1 0 93.56 17.53 1
0 0 62.66 14.02 0
0 1 28.01 24.7 0
1 0 67.1 32.57 1
0 1 82.27 17.02 1
1 1 27.47 10.77 1
1 0 33.81 13.12 1
1 1 20.98 30.62 1
1 0 67.49 22.15 1
0 1 90.94 18.65 1
1 0 73.65 9.49 1
0 0 98.56 18.49 0
0 1 25.04 13.35 0
1 0 92.24 33.29 1
0 1 85.13 31.52 1
0 1 45.14 7.52 0
0 0 97.88 20.5 0
0 0 43.04 11.75 0
1 0 91.14 17.32 1
0 1 90.46 31.31 1
0 1 80.61 20.83 1
1 0 65.08 15.03 1
0 0 29.6 11.24 0
0 1 62.56 29.01 1
0 0 48.54 23.74 0
0 1 83.38 19.04 1
0 1 80.65 11.52 1
1 1 92.85 15.03 1
0 0 21.19 33.8 0
1 0 84.73 20.6 1
1 0 95.08 17.02 1
0 0 83.14 20.64 0
0 1 30.42 28.37 0
0 0 26.5 15.2 0
0 1 21.67 10.36 0
1 0 70.3 22.55 1
0 0 70.37 24.96 0
0 0 98.95 26.38 0
0 1 51.84 31.46 1
0 0 46.55 16.14 0
0 0 69.95 7.26 0
0 1 86.05 33.75 1
0 0 94.94 18.05 0
0 0 84.25 23.7 0
0 0 54.13 24.99 0
1 0 70.79 21.4 1
0 1 88.5 11.16 1
0 0 59.25 27.65 0
0 0 37.33 29.11 0
0 0 33.58 21.59 0
1 1 20.01 19.66 1
0 0 77.46 8.42 0
0 1 28.89 7.52 0
1 0 39.51 15.19 1
1 0 43.83 14.33 1
0 1 64.83 33.61 1
0 0 51.84 28.51 0
1 1 73.97 24.8 1
0 0 24.45 20.53 0
1 1 29.92 10.02 1
1 0 59.94 34.35 1
1 1 46.96 16.25 1
0 0 43.67 8.21 0
1 0 25.36 19.81 1
0 0 91.66 31.22 0
1 0 75.35 31.62 1
0 0 29.73 5.33 0
0 0 25.2 31.59 0
0 0 97.99 13.14 0
0 1 74.49 6.17 1
0 1 53.4 30.43 1
1 1 76.14 30.92 1
0 0 80.51 22.89 0
1 0 82.4 22.23 1
0 0 58.23 29.39 0
0 1 54.39 28.59 1
0 0 20.88 31.7 0
0 0 94.12 21.58 0
1 1 68.26 34.03 1
0 0 36.25 34.88 0
0 1 93.57 8.5 1
0 1 93.19 30.49 1
1 0 99.13 19.99 1
0 0 89.92 16.63 0
0 0 99.82 23.39 0
0 1 39.57 6.68 0
0 0 87.38 20.19 0
0 1 85.84 31.13 1
1 0 38.48 11.4 1
0 0 27.88 17.79 0
0 0 98.35 33.18 0
0 1 43.68 17.86 0
0 0 89.67 15.75 0
0 1 20.33 18.22 0
1 0 21.68 20.58 1
1 0 57.27 23.96 1
1 1 39.1 29.02 1
1 1 75.19 18.56 1
0 0 65.25 29.52 0
0 0 26.2 21.01 0
0 1 33.01 15.15 0
0 0 51.04 24.74 0
0 0 34.85 26.53 0
0 1 83.38 21.74 1
0 0 53.29 6.7 0
1 0 27.47 10.1 1
1 0 58.75 13.56 1
1 1 27.27 13.48 1
0 1 30.31 25.2 0
0 0 39.17 5.55 0
0 0 88.76 27.67 0
0 0 93.97 12.96 0
0 1 86.1 14.3 1
0 0 46.73 20.84 0
0 1 41.8 11.48 0
0 0 63.93 31.53 0
0 1 77.75 7.56 1
0 0 99.47 18.33 0
0 1 30.53 30.48 0
0 0 23.94 23.48 0
0 0 75.55 13.77 0
0 1 86.58 17.62 1
0 1 87.71 26.2 1
1 0 74.28 34.2 1
1 1 96.32 31.79 1
0 0 60.88 15.27 0
0 1 93.11 34.95 1
0 0 97.42 5.11 0
0 0 87.77 5.83 0
0 0 44.78 29.72 0
0 0 35.7 10.98 0
0 1 63.85 6.82 1
0 0 56.24 12.11 0
1 0 90.22 17.78 1
0 0 28.0 26.92 0
1 1 40.62 23.73 1
0 0 80.14 12.13 0
0 0 27.6 20.1 0
1 1 45.66 32.79 1
1 0 50.97 29.45 1
0 1 69.81 14.7 1
0 1 32.65 34.47 0
0 0 88.85 26.26 0
0 1 55.8 6.87 1
1 1 93.36 6.05 1
1 0 57.43 10.05 1
0 0 42.0 26.84 0
0 1 31.35 10.51 0
0 0 20.3 20.34 0
0 1 62.57 7.8 1
1 0 28.57 32.63 1
1 0 51.34 15.32 1
0 0 67.14 32.24 0
0 0 42.05 33.35 0
0 0 34.02 5.18 0
0 1 81.98 18.92 1
1 1 95.74 5.74 1
0 1 28.04 32.26 0
0 1 32.45 20.55 0
0 1 96.8 7.25 1
1 0 23.02 8.31 1
0 1 98.21 16.51 1
1 0 20.37 33.21 1
